quote_id,product_family,power_kw,weight_kg,pressure_bar,material_grade,custom_machining_hours,num_components,tolerance_class,order_quantity,lead_time_days,customer_segment,region,competitor_present,contract_type,gross_margin_kusd,final_price_kusd
Q01760,Compressor-X,219.3,778.0,175.9,Standard,63.7,182,Std,38,131.0,MidMarket,West,Yes,Annual,15.66,123.71
Q01761,Pump-B,58.4,251.0,150.3,Standard,60.0,225,Std,13,28.0,Enterprise,North,No,Annual,19.29,79.6
Q01762,Pump-A,28.2,87.0,151.0,Stainless,9.5,93,Std,48,82.0,MidMarket,West,No,Annual,6.27,33.4
Q01763,Compressor-X,174.7,633.0,61.7,Alloy,53.5,141,Precision,4,,SMB,South,No,Framework,52.93,174.44
Q01764,Pump-B,55.2,249.0,207.8,Standard,24.0,172,Precision,23,32.0,MidMarket,North,Yes,Framework,10.88,68.07
Q01765,Pump-A,24.6,161.0,174.5,Standard,30.9,63,Std,35,,Enterprise,North,No,Spot,6.17,35.84
Q01766,Pump-B,54.4,282.0,215.5,Alloy,21.6,213,Ultra,34,94.0,SMB,South,Yes,Framework,9.14,90.07
Q01767,Compressor-Y,285.9,1028.0,222.2,Alloy,36.7,118,Std,11,40.0,Enterprise,East,Yes,Spot,45.46,199.22
Q01768,Pump-A,37.2,128.0,170.0,Standard,12.6,38,Precision,28,112.0,SMB,South,No,Framework,11.17,41.26
Q01769,Valve-Z,10.8,33.0,159.9,Alloy,35.5,57,Std,41,144.0,Enterprise,North,No,Annual,4.61,28.32
Q01770,Compressor-X,92.3,311.0,216.5,Stainless,67.8,171,Std,28,128.0,MidMarket,North,Yes,Annual,16.04,101.73
Q01771,Turbine-T,463.7,1606.0,167.9,Alloy,84.5,320,Std,33,,SMB,East,Yes,Framework,47.69,314.16
Q01772,Compressor-X,160.1,619.0,97.2,Standard,62.9,232,Std,24,75.0,MidMarket,North,No,Spot,32.33,130.35
Q01773,Compressor-Y,367.4,1292.0,201.9,Standard,34.0,211,Precision,2,108.0,MidMarket,South,Yes,Spot,64.88,245.53
Q01774,Compressor-X,222.6,807.0,111.4,Stainless,41.9,66,Precision,27,111.0,MidMarket,West,Yes,Spot,30.87,150.56
Q01775,Pump-A,24.2,99.0,248.6,Alloy,22.2,101,Precision,15,105.0,MidMarket,North,No,Spot,14.94,51.6
Q01776,Turbine-T,601.5,2083.0,24.1,Standard,32.4,229,Ultra,26,58.0,MidMarket,North,No,Spot,140.28,492.76
Q01777,Pump-B,69.2,374.0,208.1,Alloy,67.3,122,Std,17,119.0,MidMarket,East,No,Spot,25.42,93.39
Q01778,Valve-Z,8.1,91.0,114.0,Stainless,12.9,36,Std,41,44.0,SMB,South,No,Spot,6.03,22.97
Q01779,Pump-B,75.8,336.0,182.9,Standard,60.8,109,Precision,8,26.0,Enterprise,North,Yes,Spot,18.74,87.63
Q01780,Valve-Z,13.6,100.0,200.6,Stainless,23.9,108,Std,44,54.0,MidMarket,South,No,Spot,6.68,29.93
Q01781,Valve-Z,8.0,59.0,163.0,Stainless,14.4,74,Precision,25,57.0,Enterprise,South,No,Spot,6.1,27.14
Q01782,Pump-B,45.7,217.0,91.0,Titanium,38.3,218,Ultra,21,124.0,MidMarket,South,Yes,Spot,24.89,120.25
Q01783,Pump-B,80.2,327.0,71.3,Alloy,58.1,225,Precision,11,74.0,SMB,North,No,Spot,42.98,124.77
Q01784,Turbine-T,351.4,1240.0,239.5,Standard,66.8,253,Ultra,32,137.0,MidMarket,East,No,Framework,62.17,352.87
Q01785,Compressor-X,163.2,603.0,174.3,Stainless,69.9,110,Std,18,134.0,MidMarket,South,No,Spot,38.7,138.14
Q01786,Pump-B,101.8,415.0,169.7,Stainless,53.0,117,Std,28,39.0,MidMarket,West,Yes,Spot,12.88,79.48
Q01787,Pump-B,77.8,327.0,207.0,Stainless,62.9,218,Ultra,45,35.0,MidMarket,North,No,Framework,14.35,109.08
Q01788,Valve-Z,8.6,87.0,21.7,Standard,27.1,91,Std,4,47.0,SMB,East,Yes,Annual,7.39,28.67
Q01789,Compressor-Y,444.4,1511.0,170.8,Standard,82.8,357,Precision,1,120.0,MidMarket,North,No,Annual,91.07,308.72
Q01790,Pump-A,25.6,115.0,69.7,Standard,21.7,59,Ultra,45,153.0,SMB,East,Yes,Annual,9.13,46.87
Q01791,Turbine-T,625.8,2119.0,45.3,Stainless,86.1,295,Std,44,156.0,SMB,North,No,Annual,79.24,361.9
Q01792,Compressor-X,150.0,567.0,106.9,Titanium,57.2,75,Std,43,39.0,SMB,South,Yes,Annual,22.33,135.62
Q01793,Compressor-Y,280.8,,96.7,Stainless,68.3,210,Std,42,80.0,Enterprise,North,Yes,Framework,0.99,154.64
Q01794,Pump-A,25.9,134.0,116.7,Standard,28.5,84,Precision,16,47.0,MidMarket,West,Yes,Framework,6.35,40.6
Q01795,Valve-Z,11.5,65.0,230.4,Alloy,15.7,104,Precision,48,116.0,Enterprise,West,Yes,Spot,2.72,27.82
Q01796,Pump-A,24.2,94.0,11.4,Alloy,9.5,80,Std,49,145.0,MidMarket,North,Yes,Spot,6.43,34.6
Q01797,Pump-A,37.0,152.0,81.3,Stainless,14.5,59,Std,43,100.0,MidMarket,East,Yes,Spot,5.88,35.13
Q01798,Compressor-Y,234.7,877.0,143.0,Standard,100.4,286,Ultra,26,61.0,SMB,South,Yes,Framework,37.88,244.01
Q01799,Pump-B,81.0,355.0,183.7,Stainless,32.8,163,Std,42,23.0,Enterprise,South,Yes,Annual,5.68,65.45
Q01800,Pump-A,42.6,222.0,206.5,Stainless,32.5,101,Precision,8,134.0,MidMarket,North,Yes,Spot,14.93,57.29
Q01801,Pump-B,101.0,406.0,46.2,Stainless,34.9,188,Std,44,113.0,Enterprise,North,Yes,Framework,6.56,71.76
Q01802,Compressor-Y,292.1,1037.0,80.4,Standard,77.5,132,Std,47,56.0,MidMarket,East,Yes,Annual,28.99,176.61
Q01803,Pump-B,48.0,244.0,58.4,Stainless,19.7,197,Std,40,107.0,Enterprise,East,No,Annual,8.96,60.26
Q01804,Pump-B,96.3,379.0,209.5,Standard,73.0,233,Precision,48,20.0,MidMarket,South,No,Annual,21.95,104.14
Q01805,Compressor-X,202.4,744.0,147.2,Standard,55.9,153,Std,40,131.0,Enterprise,West,No,Framework,9.32,111.28
Q01806,Compressor-Y,309.5,1149.0,212.9,Stainless,24.7,339,Std,2,81.0,SMB,South,No,Annual,88.61,244.36
Q01807,Valve-Z,14.8,92.0,77.2,Alloy,35.2,118,Ultra,30,88.0,SMB,East,No,Annual,15.85,54.51
Q01808,Valve-Z,6.3,111.0,30.9,Stainless,8.6,66,Ultra,10,129.0,MidMarket,East,Yes,Framework,6.99,31.08
Q01809,Compressor-X,146.3,543.0,218.0,Stainless,21.5,199,Std,37,,SMB,East,No,Spot,35.71,124.45
Q01810,Pump-A,38.6,149.0,50.2,Stainless,29.4,56,Std,5,44.0,SMB,North,No,Spot,16.84,49.46
Q01811,Pump-A,40.6,112.0,56.2,Standard,19.2,81,Precision,21,72.0,Enterprise,North,Yes,Spot,5.84,39.93
Q01812,Pump-B,98.9,396.0,33.9,Standard,21.9,75,Precision,18,76.0,MidMarket,East,Yes,Annual,11.5,74.27
Q01813,Pump-B,66.8,266.0,44.5,Stainless,31.2,209,Ultra,15,54.0,Enterprise,South,No,Annual,26.65,107.36
Q01814,Pump-B,47.6,223.0,21.0,Standard,48.5,106,Precision,20,100.0,SMB,South,No,Framework,16.25,74.75
Q01815,Valve-Z,12.6,79.0,220.2,Stainless,18.4,55,Std,31,150.0,MidMarket,North,No,Annual,5.07,24.52
Q01816,Turbine-T,412.9,1398.0,144.5,Standard,117.7,213,Ultra,26,67.0,MidMarket,East,Yes,Spot,87.22,408.45
Q01817,Pump-A,35.9,105.0,130.8,Standard,34.1,113,Std,13,106.0,SMB,East,No,Spot,15.32,48.66
Q01818,Pump-A,44.5,206.0,208.0,Standard,28.6,39,Ultra,47,78.0,Enterprise,West,Yes,Spot,5.73,50.62
Q01819,Compressor-X,142.0,523.0,50.0,Standard,19.0,120,Std,38,45.0,MidMarket,East,No,Spot,24.28,103.83
Q01820,Pump-A,23.1,146.0,136.1,Stainless,8.9,93,Std,5,130.0,MidMarket,East,Yes,Spot,8.32,35.38
Q01821,Pump-B,65.5,252.0,191.8,Stainless,68.1,137,Std,36,93.0,SMB,East,Yes,Annual,14.25,76.72
Q01822,Compressor-X,220.4,749.0,80.0,Standard,26.8,137,Std,3,121.0,Enterprise,North,No,Annual,34.25,132.13
Q01823,Compressor-X,183.6,687.0,235.5,Stainless,62.5,200,Std,34,33.0,Enterprise,West,Yes,Annual,9.77,115.7
Q01824,Valve-Z,11.1,115.0,170.8,Standard,27.6,36,Precision,24,43.0,MidMarket,South,No,Spot,8.31,31.32
Q01825,Compressor-X,219.2,738.0,186.2,Stainless,35.6,67,Precision,36,,MidMarket,North,No,Spot,34.06,150.39
Q01826,Compressor-Y,222.5,841.0,143.5,Standard,83.2,336,Precision,4,28.0,Enterprise,East,Yes,Spot,47.23,211.63
Q01827,Pump-A,27.5,177.0,227.8,Stainless,32.4,76,Std,42,62.0,MidMarket,West,No,Annual,8.54,41.26
Q01828,Compressor-Y,432.2,1532.0,175.7,Standard,50.2,283,Ultra,34,23.0,Enterprise,North,Yes,Spot,30.93,279.42
Q01829,Turbine-T,482.7,1686.0,45.2,Alloy,86.4,225,Std,22,127.0,MidMarket,South,Yes,Framework,34.38,301.71
Q01830,Pump-A,32.9,142.0,89.8,Standard,30.6,103,Std,9,104.0,Enterprise,North,Yes,Spot,8.67,40.92
Q01831,Compressor-X,215.1,748.0,153.2,Alloy,53.0,198,Std,18,25.0,MidMarket,South,No,Annual,39.69,155.71
Q01832,Turbine-T,384.1,1367.0,75.3,Standard,31.2,292,Std,3,124.0,MidMarket,East,Yes,Spot,81.25,289.76
Q01833,Pump-B,69.5,310.0,163.8,Standard,23.9,91,Ultra,3,89.0,SMB,East,Yes,Spot,24.91,94.45
Q01834,Compressor-X,169.2,589.0,77.6,Standard,53.5,133,Std,46,,SMB,West,Yes,Annual,21.9,114.9
Q01835,Turbine-T,596.8,1985.0,194.3,Standard,79.1,152,Ultra,23,62.0,Enterprise,North,Yes,Annual,57.4,416.84
Q01836,Valve-Z,11.0,42.0,134.6,Stainless,25.3,112,Std,20,53.0,Enterprise,North,Yes,Spot,3.51,25.95
Q01837,Valve-Z,7.1,69.0,123.6,Standard,34.3,44,Std,25,59.0,MidMarket,West,No,Spot,7.72,28.2
Q01838,Valve-Z,6.9,71.0,84.0,Stainless,29.6,38,Std,18,123.0,SMB,North,Yes,Annual,5.62,25.82
Q01839,Valve-Z,13.9,61.0,235.5,Alloy,27.4,60,Std,36,145.0,Enterprise,North,Yes,Spot,2.98,25.95
Q01840,Pump-B,100.1,433.0,121.4,Standard,37.9,200,Ultra,18,142.0,SMB,West,Yes,Spot,34.64,124.03
Q01841,Pump-A,40.6,185.0,221.6,Stainless,17.9,119,Precision,12,142.0,MidMarket,North,No,Annual,16.67,55.16
Q01842,Pump-A,35.3,167.0,122.3,Alloy,10.3,78,Precision,23,67.0,Enterprise,East,Yes,Spot,4.78,40.59
Q01843,Valve-Z,13.6,84.0,78.7,Alloy,14.7,35,Std,24,58.0,SMB,East,No,Spot,7.73,27.2
Q01844,Valve-Z,11.5,60.0,219.0,Standard,8.6,77,Precision,5,125.0,MidMarket,West,Yes,Spot,6.63,25.85
Q01845,Compressor-Y,448.3,1512.0,167.3,Titanium,92.3,238,Std,7,47.0,SMB,South,No,Framework,90.36,316.79
Q01846,Valve-Z,9.0,39.0,109.6,Stainless,29.4,33,Std,8,97.0,MidMarket,South,Yes,Framework,5.88,25.69
Q01847,Valve-Z,8.6,57.0,199.0,Alloy,9.6,82,Precision,29,144.0,SMB,East,Yes,Annual,4.71,26.59
Q01848,Turbine-T,574.7,1964.0,157.8,Stainless,24.8,234,Precision,16,58.0,Enterprise,South,No,Annual,66.96,361.62
Q01849,Compressor-Y,448.4,1545.0,18.3,Titanium,42.6,264,Precision,4,140.0,Enterprise,West,Yes,Annual,65.99,315.6
Q01850,Turbine-T,569.8,1941.0,129.9,Stainless,39.1,158,Std,15,109.0,SMB,South,Yes,Spot,85.78,340.99
Q01851,Valve-Z,9.5,70.0,112.6,Standard,19.8,97,Std,2,139.0,SMB,West,No,Spot,10.65,30.46
Q01852,Pump-A,41.3,184.0,160.3,Standard,13.7,72,Std,8,31.0,Enterprise,North,No,Annual,11.24,40.5
Q01853,Pump-A,43.0,192.0,88.9,Standard,33.0,39,Std,25,85.0,MidMarket,East,No,Framework,8.73,41.31
Q01854,Compressor-X,171.7,620.0,23.0,Standard,22.4,180,Precision,9,112.0,SMB,North,No,Annual,56.67,158.9
Q01855,Valve-Z,9.8,71.0,103.9,Alloy,13.5,64,Std,23,63.0,Enterprise,West,Yes,Framework,2.01,21.57
Q01856,Valve-Z,14.0,79.0,119.9,Standard,35.1,110,Precision,35,98.0,MidMarket,South,No,Spot,9.32,37.55
Q01857,Pump-A,24.9,86.0,144.7,Standard,35.3,85,Precision,28,38.0,Enterprise,West,No,Spot,11.36,46.37
Q01858,Compressor-X,209.2,795.0,123.8,Alloy,76.1,110,Ultra,21,92.0,SMB,East,Yes,Spot,53.17,217.44
Q01859,Valve-Z,6.9,53.0,81.6,Standard,22.5,62,Precision,28,112.0,MidMarket,West,Yes,Framework,2.71,23.79
Q01860,Pump-B,46.7,211.0,231.7,Standard,31.5,172,Std,41,153.0,SMB,South,No,Spot,17.23,66.68
Q01861,Compressor-Y,413.9,1409.0,53.0,Standard,101.4,260,Precision,39,101.0,SMB,North,Yes,Spot,57.85,268.38
Q01862,Valve-Z,10.8,80.0,145.7,Stainless,20.8,76,Std,46,22.0,SMB,West,Yes,Framework,2.29,22.83
Q01863,Pump-B,94.8,365.0,104.3,Standard,36.1,156,Precision,31,76.0,SMB,South,No,Annual,24.87,93.67
Q01864,Compressor-Y,435.0,1517.0,166.1,Standard,63.6,145,Std,20,153.0,SMB,West,No,Spot,65.16,240.31
Q01865,Pump-B,67.3,288.0,139.2,Stainless,74.8,160,Precision,17,121.0,SMB,West,No,Framework,23.3,98.85
Q01866,Valve-Z,13.3,,105.8,Standard,34.4,77,Std,13,60.0,MidMarket,North,No,Framework,8.85,32.05
Q01867,Pump-A,42.6,168.0,222.8,Standard,37.2,43,Std,37,134.0,Enterprise,West,Yes,Annual,3.1,36.34
Q01868,Compressor-Y,299.4,1049.0,36.3,Alloy,57.5,247,Precision,25,105.0,MidMarket,West,No,Spot,68.57,259.43
Q01869,Pump-B,52.6,245.0,113.6,Titanium,79.1,162,Precision,23,84.0,SMB,North,Yes,Annual,26.65,114.48
Q01870,Valve-Z,6.7,82.0,6.5,Standard,28.8,73,Precision,14,24.0,MidMarket,West,No,Annual,10.17,33.81
Q01871,Pump-B,82.7,350.0,144.8,Standard,57.6,92,Precision,28,63.0,SMB,North,Yes,Spot,14.71,83.52
Q01872,Pump-A,39.8,166.0,224.3,Standard,33.8,86,Precision,37,50.0,MidMarket,West,No,Spot,13.22,52.01
Q01873,Valve-Z,9.1,95.0,150.1,Alloy,19.7,93,Precision,6,101.0,Enterprise,West,Yes,Spot,6.28,31.97
Q01874,Compressor-Y,353.7,1260.0,207.8,Standard,104.3,235,Std,25,124.0,SMB,West,No,Annual,60.63,231.47
Q01875,Compressor-X,186.6,696.0,129.5,Standard,52.1,129,Precision,9,126.0,SMB,South,Yes,Spot,31.34,142.8
Q01876,Pump-A,35.2,138.0,151.8,Standard,23.5,117,Std,32,62.0,MidMarket,North,No,Annual,9.19,40.74
Q01877,Compressor-Y,276.9,1000.0,27.4,Stainless,81.2,109,Precision,29,59.0,Enterprise,East,No,Spot,35.63,209.89
Q01878,Valve-Z,14.8,77.0,156.3,Standard,25.0,100,Std,10,84.0,SMB,West,No,Annual,11.32,33.34
Q01879,Turbine-T,431.3,1534.0,126.4,Standard,105.6,133,Precision,23,70.0,MidMarket,East,No,Annual,88.8,351.66
Q01880,Turbine-T,563.6,1954.0,37.7,Standard,75.4,324,Std,38,85.0,SMB,North,Yes,Framework,49.65,306.68
Q01881,Pump-A,29.4,194.0,54.3,Stainless,26.5,106,Precision,3,103.0,SMB,West,Yes,Spot,12.99,51.15
Q01882,Pump-A,19.2,128.0,116.6,Stainless,19.3,107,Std,25,88.0,SMB,North,No,Spot,10.2,39.22
Q01883,Pump-A,21.4,56.0,100.3,Stainless,31.8,85,Ultra,48,93.0,Enterprise,South,No,Annual,7.86,50.08
Q01884,Compressor-X,150.4,,14.3,Stainless,40.3,189,Precision,1,43.0,MidMarket,North,No,Annual,38.67,145.93
Q01885,Compressor-X,131.8,516.0,17.1,Titanium,79.7,235,Ultra,15,38.0,Enterprise,South,No,Spot,51.51,220.86
Q01886,Valve-Z,10.9,142.0,213.8,Alloy,38.2,36,Precision,11,26.0,Enterprise,West,Yes,Spot,7.68,36.57
Q01887,Compressor-X,90.6,343.0,134.0,Titanium,71.8,189,Ultra,25,152.0,SMB,North,No,Annual,59.52,211.0
Q01888,Turbine-T,353.8,1275.0,61.5,Stainless,111.1,115,Precision,23,101.0,SMB,West,Yes,Framework,73.42,331.91
Q01889,Pump-B,104.3,423.0,124.3,Standard,73.4,177,Std,39,100.0,SMB,North,No,Annual,22.25,93.51
Q01890,Pump-A,34.7,94.0,64.0,Alloy,34.8,78,Ultra,7,51.0,SMB,West,Yes,Spot,14.43,63.9
Q01891,Turbine-T,718.2,2407.0,75.4,Standard,69.1,98,Std,12,46.0,MidMarket,West,No,Annual,108.99,387.13
Q01892,Valve-Z,8.9,90.0,14.1,Stainless,29.8,76,Precision,32,155.0,SMB,East,No,Annual,8.64,34.37
Q01893,Turbine-T,508.7,1751.0,213.0,Alloy,38.4,228,Precision,42,31.0,SMB,South,No,Spot,95.74,397.07
Q01894,Valve-Z,10.3,40.0,150.8,Alloy,13.2,54,Std,17,46.0,SMB,South,No,Spot,10.44,29.15
Q01895,Valve-Z,14.9,79.0,49.4,Standard,16.7,97,Precision,1,84.0,SMB,East,Yes,Annual,10.23,33.37
Q01896,Compressor-Y,437.8,1515.0,215.2,Standard,77.3,228,Std,7,114.0,MidMarket,South,No,Annual,62.76,244.66
Q01897,Pump-A,30.0,174.0,157.0,Standard,35.7,107,Std,9,128.0,SMB,North,Yes,Spot,12.66,46.2
Q01898,Compressor-X,205.7,767.0,100.4,Standard,71.4,236,Std,27,45.0,SMB,South,Yes,Spot,30.28,139.84
Q01899,Pump-B,89.5,435.0,135.4,Alloy,28.8,62,Ultra,27,57.0,MidMarket,North,No,Spot,28.57,114.34
Q01900,Pump-B,76.0,335.0,18.1,Standard,72.7,214,Precision,24,159.0,MidMarket,East,No,Spot,26.35,103.1
Q01901,Pump-A,28.3,153.0,226.3,Standard,17.0,33,Precision,48,28.0,Enterprise,South,Yes,Spot,4.9,34.67
Q01902,Pump-A,40.2,117.0,227.9,Standard,11.9,51,Std,35,105.0,Enterprise,East,No,Spot,5.45,32.3
Q01903,Compressor-Y,343.3,1189.0,112.6,Standard,112.4,141,Std,15,55.0,SMB,South,Yes,Spot,46.48,212.61
Q01904,Turbine-T,307.3,1092.0,199.5,Alloy,83.2,323,Precision,44,,SMB,West,No,Spot,112.32,380.93
Q01905,Valve-Z,7.7,58.0,165.0,Alloy,12.3,82,Std,44,124.0,SMB,South,No,Spot,7.53,27.02
Q01906,Pump-B,77.3,287.0,15.6,Alloy,70.7,138,Precision,46,107.0,Enterprise,South,No,Spot,25.52,105.27
Q01907,Compressor-X,130.6,492.0,127.4,Titanium,38.2,226,Precision,26,47.0,SMB,East,Yes,Framework,24.28,151.84
Q01908,Pump-A,19.4,86.0,193.1,Standard,30.7,99,Precision,32,67.0,SMB,South,Yes,Annual,5.47,38.94
Q01909,Turbine-T,540.3,1874.0,177.7,Stainless,36.4,200,Std,45,138.0,Enterprise,South,No,Framework,41.72,292.29
Q01910,Pump-B,98.2,406.0,30.7,Stainless,57.3,103,Precision,17,140.0,MidMarket,West,No,Framework,21.27,97.49
Q01911,Pump-A,37.6,146.0,60.6,Stainless,17.7,90,Std,19,137.0,SMB,South,Yes,Framework,7.55,38.75
Q01912,Valve-Z,13.7,85.0,112.1,Standard,28.0,51,Precision,40,23.0,Enterprise,South,No,Spot,5.84,29.61
Q01913,Valve-Z,9.6,108.0,48.6,Standard,15.0,36,Std,44,55.0,MidMarket,East,No,Framework,3.23,20.13
Q01914,Compressor-X,191.3,652.0,231.5,Standard,50.8,71,Precision,32,30.0,SMB,South,No,Spot,37.9,146.46
Q01915,Pump-A,30.6,180.0,238.0,Standard,27.0,51,Std,12,155.0,MidMarket,South,No,Annual,11.67,41.25
Q01916,Valve-Z,7.3,20.0,202.1,Stainless,21.7,97,Std,37,115.0,SMB,North,No,Framework,5.12,25.24
Q01917,Valve-Z,7.7,62.0,14.2,Stainless,17.4,115,Precision,43,135.0,MidMarket,South,No,Framework,7.02,30.7
Q01918,Pump-A,44.6,159.0,121.6,Standard,16.9,86,Std,41,104.0,Enterprise,North,Yes,Annual,2.79,33.47
Q01919,Turbine-T,492.3,1694.0,153.5,Alloy,86.1,209,Std,35,56.0,MidMarket,South,No,Spot,108.84,377.12
Q01920,Valve-Z,8.0,64.0,213.2,Standard,17.1,104,Precision,24,117.0,SMB,South,Yes,Spot,6.44,28.48
Q01921,Pump-B,50.8,210.0,131.4,Standard,48.5,87,Precision,49,113.0,MidMarket,North,No,Spot,20.15,78.14
Q01922,Pump-B,53.5,257.0,240.7,Standard,35.2,92,Precision,7,156.0,MidMarket,West,No,Annual,21.59,77.75
Q01923,Pump-B,79.7,323.0,134.5,Alloy,20.4,169,Precision,30,91.0,SMB,East,No,Spot,26.07,95.58
Q01924,Pump-B,101.3,393.0,67.2,Standard,68.2,98,Std,5,100.0,MidMarket,South,Yes,Framework,18.69,84.72
Q01925,Pump-A,25.9,123.0,99.7,Standard,11.6,106,Precision,1,76.0,MidMarket,North,No,Annual,13.21,44.01
Q01926,Compressor-X,179.9,656.0,106.7,Standard,72.8,167,Std,21,56.0,SMB,South,Yes,Spot,32.52,133.84
Q01927,Pump-B,104.7,414.0,7.7,Stainless,30.3,149,Std,42,42.0,SMB,North,Yes,Annual,11.81,75.15
Q01928,Pump-B,81.6,339.0,131.2,Stainless,58.2,98,Std,19,101.0,Enterprise,South,No,Framework,12.26,74.87
Q01929,Valve-Z,9.9,72.0,143.1,Standard,30.7,106,Std,37,95.0,MidMarket,West,Yes,Framework,3.21,25.87
Q01930,Pump-B,87.9,348.0,243.6,Standard,21.7,108,Std,23,34.0,SMB,South,No,Annual,20.07,73.45
Q01931,Pump-A,21.9,81.0,154.4,Alloy,33.5,51,Precision,20,155.0,Enterprise,East,Yes,Spot,6.79,43.28
Q01932,Pump-A,39.2,191.0,202.6,Stainless,26.1,80,Precision,29,88.0,SMB,South,Yes,Framework,9.03,47.65
Q01933,Compressor-X,174.9,610.0,231.5,Standard,38.0,212,Std,12,30.0,Enterprise,North,Yes,Spot,27.18,121.15
Q01934,Pump-B,82.0,347.0,249.8,Standard,28.4,117,Std,38,97.0,Enterprise,East,No,Annual,11.09,65.34
Q01935,Pump-A,28.8,172.0,123.5,Standard,34.5,32,Std,26,148.0,Enterprise,North,Yes,Spot,4.88,34.94
Q01936,Pump-B,50.1,231.0,44.4,Standard,43.2,201,Precision,27,135.0,SMB,West,Yes,Annual,16.59,78.72
Q01937,Pump-B,92.7,372.0,124.5,Alloy,16.6,237,Ultra,13,127.0,MidMarket,East,Yes,Annual,23.85,115.05
Q01938,Pump-B,99.1,397.0,97.3,Standard,16.0,120,Precision,1,100.0,Enterprise,South,No,Spot,24.74,88.14
Q01939,Pump-B,81.8,356.0,227.2,Alloy,77.1,117,Ultra,43,23.0,SMB,South,No,Spot,26.68,127.02
Q01940,Valve-Z,8.6,76.0,109.4,Stainless,27.4,41,Std,29,20.0,MidMarket,West,No,Spot,7.05,27.23
Q01941,Pump-A,38.7,240.0,113.2,Standard,23.8,106,Ultra,20,142.0,MidMarket,West,No,Annual,13.63,60.21
Q01942,Pump-B,74.1,272.0,100.8,Stainless,78.4,72,Precision,20,158.0,Enterprise,East,No,Spot,22.0,95.39
Q01943,Pump-A,35.9,140.0,196.3,Stainless,30.5,85,Precision,13,140.0,Enterprise,South,No,Annual,13.2,51.67
Q01944,Pump-A,31.6,140.0,72.3,Alloy,16.8,94,Precision,15,50.0,Enterprise,East,No,Framework,8.38,45.42
Q01945,Pump-A,23.6,131.0,116.3,Stainless,22.7,99,Std,48,80.0,MidMarket,East,No,Framework,5.88,36.08
Q01946,Compressor-X,106.6,437.0,126.9,Standard,28.5,92,Std,17,154.0,MidMarket,South,No,Spot,30.1,103.66
Q01947,Pump-B,97.6,395.0,135.3,Stainless,63.4,103,Precision,49,152.0,MidMarket,East,No,Annual,21.0,98.46
Q01948,Pump-B,46.5,264.0,78.2,Stainless,67.1,84,Precision,20,45.0,Enterprise,West,No,Spot,20.3,86.16
Q01949,Compressor-X,126.3,466.0,80.2,Titanium,72.5,88,Precision,11,62.0,Enterprise,East,Yes,Spot,27.75,156.4
Q01950,Pump-A,43.9,186.0,54.9,Alloy,31.9,39,Precision,11,109.0,Enterprise,North,Yes,Annual,8.74,50.13
Q01951,Valve-Z,14.6,100.0,228.2,Alloy,23.6,31,Std,15,62.0,SMB,West,Yes,Spot,6.29,27.96
Q01952,Compressor-X,98.4,352.0,130.4,Standard,76.7,207,Ultra,17,125.0,MidMarket,West,No,Spot,41.8,162.45
Q01953,Pump-B,85.9,359.0,131.0,Stainless,32.4,171,Std,45,93.0,MidMarket,South,Yes,Framework,6.81,67.66
Q01954,Compressor-X,222.0,774.0,183.4,Alloy,44.5,71,Precision,15,36.0,SMB,West,No,Spot,59.89,187.03
Q01955,Pump-A,41.7,201.0,75.2,Stainless,10.9,76,Std,25,55.0,SMB,North,No,Spot,12.1,42.73
Q01956,Compressor-X,150.9,589.0,203.0,Stainless,43.4,121,Std,37,150.0,SMB,South,No,Annual,29.58,121.45
Q01957,Pump-A,24.7,57.0,60.4,Standard,28.9,33,Std,16,20.0,SMB,East,Yes,Framework,7.62,34.11
Q01958,Pump-A,20.9,109.0,188.2,Stainless,18.3,104,Std,14,45.0,SMB,South,Yes,Framework,6.88,35.55
Q01959,Compressor-X,124.4,509.0,8.7,Titanium,78.8,175,Precision,30,42.0,MidMarket,West,Yes,Spot,23.78,158.42
Q01960,Pump-B,52.1,226.0,221.1,Standard,35.4,187,Std,18,34.0,Enterprise,West,No,Spot,18.46,70.45
Q01961,Pump-B,85.9,351.0,26.3,Titanium,40.6,202,Precision,26,53.0,MidMarket,East,Yes,Spot,24.88,112.76
Q01962,Pump-B,45.3,220.0,59.8,Standard,62.1,112,Ultra,3,127.0,MidMarket,South,Yes,Annual,22.82,97.99
Q01963,Pump-B,55.3,247.0,70.2,Stainless,40.2,186,Std,21,108.0,Enterprise,North,No,Spot,17.79,74.38
Q01964,Turbine-T,570.7,1909.0,97.7,Stainless,50.2,266,Std,45,,SMB,West,No,Framework,83.71,345.34
Q01965,Pump-A,32.2,108.0,64.4,Standard,28.0,41,Std,8,37.0,MidMarket,North,No,Annual,10.98,39.55
Q01966,Compressor-Y,308.2,1079.0,19.3,Titanium,97.2,297,Std,13,159.0,Enterprise,South,Yes,Annual,48.56,249.52
Q01967,Turbine-T,664.8,2286.0,64.3,Alloy,84.7,238,Std,4,113.0,SMB,North,Yes,Annual,101.34,406.95
Q01968,Compressor-X,168.0,,183.9,Titanium,24.0,116,Ultra,5,151.0,Enterprise,West,Yes,Spot,54.06,209.71
Q01969,Valve-Z,14.1,60.0,204.3,Stainless,10.0,96,Precision,15,,SMB,North,No,Annual,9.93,32.01
